answer	path	n
shone	[('soare', '21002', 12), ('knelt', '01100', 2), ('aahed', '00110', 1), ('shone', '22222', 1)]	4
whale	[('soare', '00202', 28), ('glitz', '01000', 2), ('aahed', '10110', 1), ('whale', '22222', 1)]	4
hymen	[('soare', '00001', 120), ('denet', '00120', 5), ('agila', '00000', 1), ('hymen', '22222', 1)]	4
abuse	[('soare', '10102', 15), ('thump', '00200', 2), ('aahed', '20010', 1), ('abuse', '22222', 1)]	4
fugue	[('soare', '00002', 79), ('guilt', '12000', 5), ('aband', '00000', 1), ('fugue', '22222', 1)]	4
elbow	[('soare', '01001', 25), ('lento', '11001', 1), ('elbow', '22222', 1)]	3
crumb	[('soare', '00010', 57), ('glint', '00000', 5), ('abram', '01101', 1), ('crumb', '22222', 1)]	4
pansy	[('soare', '10100', 23), ('linty', '00202', 1), ('pansy', '22222', 1)]	3
welsh	[('soare', '10001', 19), ('uneth', '00102', 1), ('welsh', '22222', 1)]	3
syrup	[('soare', '20010', 9), ('butch', '01000', 1), ('syrup', '22222', 1)]	3
terse	[('soare', '10012', 7), ('centu', '02010', 1), ('terse', '22222', 1)]	3
suave	[('soare', '20202', 19), ('thilk', '00000', 3), ('ached', '10010', 1), ('suave', '22222', 1)]	4
gamut	[('soare', '00100', 138), ('clint', '00002', 1), ('gamut', '22222', 1)]	3
swung	[('soare', '20000', 63), ('thilk', '00000', 3), ('abuna', '00220', 1), ('swung', '22222', 1)]	4
drake	[('soare', '00212', 19), ('diact', '20200', 2), ('abaka', '00220', 1), ('drake', '22222', 1)]	4
freed	[('soare', '00011', 117), ('direr', '10120', 4), ('befog', '01100', 1), ('freed', '22222', 1)]	4
afire	[('soare', '00122', 2), ('aalii', '20010', 1), ('afire', '22222', 1)]	3
shirt	[('soare', '20020', 8), ('hault', '10002', 1), ('shirt', '22222', 1)]	3
grout	[('soare', '01010', 59), ('cutin', '01100', 2), ('aargh', '00110', 1), ('grout', '22222', 1)]	4
oddly	[('soare', '01000', 56), ('clint', '01000', 2), ('aahed', '00001', 1), ('oddly', '22222', 1)]	4
tithe	[('soare', '00002', 79), ('guilt', '00101', 1), ('tithe', '22222', 1)]	3
plaid	[('soare', '00200', 40), ('clink', '02100', 3), ('abaft', '00200', 1), ('plaid', '22222', 1)]	4
dummy	[('soare', '00000', 183), ('clint', '00000', 15), ('gimpy', '00202', 2), ('aahed', '00001', 1), ('dummy', '22222', 1)]	5
broom	[('soare', '01010', 59), ('cutin', '00000', 12), ('gloop', '00220', 3), ('adeem', '00002', 1), ('broom', '22222', 1)]	5
blind	[('soare', '00000', 183), ('clint', '02220', 3), ('abaka', '01000', 1), ('blind', '22222', 1)]	4
torch	[('soare', '02010', 26), ('cyton', '10110', 1), ('torch', '22222', 1)]	3
enemy	[('soare', '00001', 120), ('denet', '01110', 1), ('enemy', '22222', 1)]	3
again	[('soare', '00200', 40), ('clink', '00110', 1), ('again', '22222', 1)]	3
tying	[('soare', '00000', 183), ('clint', '00221', 3), ('aargh', '00010', 1), ('tying', '22222', 1)]	4
pesky	[('soare', '10001', 19), ('uneth', '00100', 1), ('pesky', '22222', 1)]	3
alter	[('soare', '00111', 61), ('talar', '11102', 1), ('alter', '22222', 1)]	3
gazer	[('soare', '00111', 61), ('talar', '02002', 15), ('pigmy', '00100', 1), ('gazer', '22222', 1)]	4
noble	[('soare', '02002', 10), ('pugil', '00001', 1), ('noble', '22222', 1)]	3
ethos	[('soare', '11001', 3), ('aahed', '00210', 1), ('ethos', '22222', 1)]	3
bride	[('soare', '00012', 39), ('pudic', '00110', 3), ('abies', '01210', 1), ('bride', '22222', 1)]	4
extol	[('soare', '01001', 25), ('lento', '11011', 1), ('extol', '22222', 1)]	3
decor	[('soare', '01011', 13), ('trued', '01011', 1), ('decor', '22222', 1)]	3
hobby	[('soare', '02000', 87), ('culty', '00002', 15), ('geode', '00100', 3), ('abash', '01001', 1), ('hobby', '22222', 1)]	5
beast	[('soare', '10201', 5), ('bufty', '20010', 1), ('beast', '22222', 1)]	3
idiom	[('soare', '01000', 56), ('clint', '00200', 2), ('aahed', '00001', 1), ('idiom', '22222', 1)]	4
utter	[('soare', '00011', 117), ('direr', '00022', 21), ('butyl', '01200', 1), ('utter', '22222', 1)]	4
these	[('soare', '10002', 8), ('cunit', '00001', 1), ('these', '22222', 1)]	3
sixth	[('soare', '20000', 63), ('thilk', '11100', 2), ('aargh', '00002', 1), ('sixth', '22222', 1)]	4
alarm	[('soare', '00220', 13), ('dhuti', '00000', 1), ('alarm', '22222', 1)]	3
erase	[('soare', '10212', 1), ('erase', '22222', 1)]	2
elegy	[('soare', '00001', 120), ('denet', '01010', 1), ('elegy', '22222', 1)]	3
spunk	[('soare', '20000', 63), ('thilk', '00002', 3), ('akene', '01020', 1), ('spunk', '22222', 1)]	4
piper	[('soare', '00011', 117), ('direr', '02022', 13), ('flong', '00000', 3), ('amove', '00001', 1), ('piper', '22222', 1)]	5
scaly	[('soare', '20200', 41), ('thilk', '00020', 4), ('acidy', '12002', 1), ('scaly', '22222', 1)]	4
scold	[('soare', '21000', 37), ('cloot', '11200', 2), ('aahed', '00002', 1), ('scold', '22222', 1)]	4
hefty	[('soare', '00001', 120), ('denet', '02001', 5), ('aleph', '00101', 1), ('hefty', '22222', 1)]	4
chick	[('soare', '00000', 183), ('clint', '20200', 1), ('chick', '22222', 1)]	3
sooty	[('soare', '22000', 7), ('atony', '01202', 1), ('sooty', '22222', 1)]	3
canal	[('soare', '00100', 138), ('clint', '21010', 1), ('canal', '22222', 1)]	3
whiny	[('soare', '00000', 183), ('clint', '00220', 3), ('aahed', '00100', 1), ('whiny', '22222', 1)]	4
slash	[('soare', '20200', 41), ('thilk', '01010', 1), ('slash', '22222', 1)]	3
quake	[('soare', '00202', 28), ('glitz', '00000', 8), ('cawks', '01020', 1), ('quake', '22222', 1)]	4
joint	[('soare', '02000', 87), ('culty', '00010', 5), ('compt', '02002', 1), ('joint', '22222', 1)]	4
swept	[('soare', '20001', 35), ('clipt', '00022', 1), ('swept', '22222', 1)]	3
prude	[('soare', '00012', 39), ('pudic', '21100', 1), ('prude', '22222', 1)]	3
heavy	[('soare', '00201', 21), ('depth', '02001', 1), ('heavy', '22222', 1)]	3
wield	[('soare', '00001', 120), ('denet', '11000', 4), ('alway', '01100', 1), ('wield', '22222', 1)]	4
femme	[('soare', '00002', 79), ('guilt', '00000', 6), ('cheep', '00110', 1), ('femme', '22222', 1)]	4
lasso	[('soare', '11100', 3), ('aalii', '02100', 1), ('lasso', '22222', 1)]	3
maize	[('soare', '00102', 40), ('gault', '02000', 7), ('amnic', '11010', 1), ('maize', '22222', 1)]	4
shale	[('soare', '20202', 19), ('thilk', '02020', 1), ('shale', '22222', 1)]	3
screw	[('soare', '20011', 13), ('newie', '01100', 2), ('aahed', '00020', 1), ('screw', '22222', 1)]	4
spree	[('soare', '20012', 4), ('abcee', '00022', 1), ('spree', '22222', 1)]	3
smoky	[('soare', '21000', 37), ('cloot', '00200', 4), ('adhan', '00000', 1), ('smoky', '22222', 1)]	4
whiff	[('soare', '00000', 183), ('clint', '00200', 1), ('whiff', '22222', 1)]	3
scent	[('soare', '20001', 35), ('clipt', '10002', 1), ('scent', '22222', 1)]	3
glade	[('soare', '00202', 28), ('glitz', '22000', 1), ('glade', '22222', 1)]	3
spent	[('soare', '20001', 35), ('clipt', '00012', 1), ('spent', '22222', 1)]	3
prism	[('soare', '10010', 16), ('cruft', '02000', 2), ('abaca', '00000', 1), ('prism', '22222', 1)]	4
stoke	[('soare', '21002', 12), ('knelt', '10101', 1), ('stoke', '22222', 1)]	3
riper	[('soare', '00011', 117), ('direr', '02122', 2), ('abamp', '00001', 1), ('riper', '22222', 1)]	4
orbit	[('soare', '01010', 59), ('cutin', '00120', 2), ('aahed', '00000', 1), ('orbit', '22222', 1)]	4
cocoa	[('soare', '02100', 21), ('liman', '00010', 2), ('aahed', '10000', 1), ('cocoa', '22222', 1)]	4
guilt	[('soare', '00000', 183), ('clint', '01202', 3), ('baghs', '00100', 1), ('guilt', '22222', 1)]	4
humus	[('soare', '10000', 33), ('hists', '20002', 1), ('humus', '22222', 1)]	3
shush	[('soare', '20000', 63), ('thilk', '02000', 1), ('shush', '22222', 1)]	3
table	[('soare', '00102', 40), ('gault', '02021', 1), ('table', '22222', 1)]	3
smirk	[('soare', '20020', 8), ('hault', '00000', 1), ('smirk', '22222', 1)]	3
wrong	[('soare', '01010', 59), ('cutin', '00001', 3), ('adaws', '00010', 1), ('wrong', '22222', 1)]	4
noisy	[('soare', '12000', 15), ('fubsy', '00022', 2), ('aalii', '00010', 1), ('noisy', '22222', 1)]	4
alert	[('soare', '00121', 5), ('altho', '22100', 1), ('alert', '22222', 1)]	3
shiny	[('soare', '20000', 63), ('thilk', '02200', 1), ('shiny', '22222', 1)]	3
elate	[('soare', '00202', 28), ('glitz', '02020', 2), ('abamp', '00200', 1), ('elate', '22222', 1)]	4
resin	[('soare', '10011', 15), ('richt', '21000', 1), ('resin', '22222', 1)]	3
whole	[('soare', '01002', 20), ('pling', '01000', 1), ('whole', '22222', 1)]	3
hunch	[('soare', '00000', 183), ('clint', '10010', 4), ('abamp', '00000', 1), ('hunch', '22222', 1)]	4
pixel	[('soare', '00001', 120), ('denet', '00020', 5), ('abamp', '00001', 1), ('pixel', '22222', 1)]	4
polar	[('soare', '02110', 8), ('malty', '01200', 1), ('polar', '22222', 1)]	3
hotel	[('soare', '02001', 26), ('meynt', '01001', 2), ('aahed', '00120', 1), ('hotel', '22222', 1)]	4
sword	[('soare', '21020', 10), ('nicht', '00000', 1), ('sword', '22222', 1)]	3
cleat	[('soare', '00101', 68), ('canal', '20021', 1), ('cleat', '22222', 1)]	3
mango	[('soare', '01100', 44), ('cloot', '00100', 4), ('abamp', '10010', 1), ('mango', '22222', 1)]	4
rumba	[('soare', '00110', 42), ('riyal', '20010', 2), ('aahed', '10000', 1), ('rumba', '22222', 1)]	4
puffy	[('soare', '00000', 183), ('clint', '00000', 15), ('gimpy', '00012', 1), ('puffy', '22222', 1)]	4
filly	[('soare', '00000', 183), ('clint', '01100', 14), ('muled', '00200', 4), ('fowth', '20000', 1), ('filly', '22222', 1)]	5
billy	[('soare', '00000', 183), ('clint', '01100', 14), ('muled', '00200', 4), ('fowth', '00000', 1), ('billy', '22222', 1)]	5
leash	[('soare', '10201', 5), ('bufty', '00000', 1), ('leash', '22222', 1)]	3
clout	[('soare', '01000', 56), ('clint', '22002', 1), ('clout', '22222', 1)]	3
dance	[('soare', '00102', 40), ('gault', '02000', 7), ('amnic', '10201', 1), ('dance', '22222', 1)]	4
ovate	[('soare', '01202', 1), ('ovate', '22222', 1)]	2
facet	[('soare', '00101', 68), ('canal', '12000', 1), ('facet', '22222', 1)]	3
chili	[('soare', '00000', 183), ('clint', '21200', 3), ('aduki', '00002', 1), ('chili', '22222', 1)]	4
paint	[('soare', '00100', 138), ('clint', '00222', 3), ('attap', '11001', 1), ('paint', '22222', 1)]	4
liner	[('soare', '00011', 117), ('direr', '02022', 13), ('flong', '01010', 1), ('liner', '22222', 1)]	4
curio	[('soare', '01010', 59), ('cutin', '22020', 1), ('curio', '22222', 1)]	3
salty	[('soare', '20100', 19), ('dault', '02011', 1), ('salty', '22222', 1)]	3
audio	[('soare', '01100', 44), ('cloot', '00100', 4), ('abamp', '20000', 1), ('audio', '22222', 1)]	4
snake	[('soare', '20202', 19), ('thilk', '00001', 1), ('snake', '22222', 1)]	3
fable	[('soare', '00102', 40), ('gault', '02020', 4), ('becap', '11010', 1), ('fable', '22222', 1)]	4
cloak	[('soare', '01100', 44), ('cloot', '22200', 1), ('cloak', '22222', 1)]	3
navel	[('soare', '00101', 68), ('canal', '02102', 1), ('navel', '22222', 1)]	3
spurt	[('soare', '20020', 8), ('hault', '00202', 1), ('spurt', '22222', 1)]	3
pesto	[('soare', '11001', 3), ('aahed', '00010', 1), ('pesto', '22222', 1)]	3
balmy	[('soare', '00100', 138), ('clint', '01000', 12), ('dampy', '02102', 1), ('balmy', '22222', 1)]	4
flash	[('soare', '10200', 14), ('chals', '01211', 1), ('flash', '22222', 1)]	3
unwed	[('soare', '00001', 120), ('denet', '10120', 4), ('aswim', '00200', 1), ('unwed', '22222', 1)]	4
early	[('soare', '00111', 61), ('talar', '02101', 1), ('early', '22222', 1)]	3
churn	[('soare', '00020', 13), ('fitch', '00011', 1), ('churn', '22222', 1)]	3
weedy	[('soare', '00001', 120), ('denet', '12010', 1), ('weedy', '22222', 1)]	3
stump	[('soare', '20000', 63), ('thilk', '10000', 5), ('grypt', '00011', 1), ('stump', '22222', 1)]	4
lease	[('soare', '10202', 7), ('leuch', '22000', 1), ('lease', '22222', 1)]	3
witty	[('soare', '00000', 183), ('clint', '00101', 9), ('wifty', '22022', 1), ('witty', '22222', 1)]	4
wimpy	[('soare', '00000', 183), ('clint', '00100', 10), ('fudgy', '00002', 2), ('aahed', '00000', 1), ('wimpy', '22222', 1)]	5
spoof	[('soare', '21000', 37), ('cloot', '00220', 7), ('knosp', '00211', 1), ('spoof', '22222', 1)]	4
saner	[('soare', '20111', 6), ('enmew', '01020', 1), ('saner', '22222', 1)]	3
blend	[('soare', '00001', 120), ('denet', '11100', 2), ('aalii', '00100', 1), ('blend', '22222', 1)]	4
salsa	[('soare', '20100', 19), ('dault', '02010', 1), ('salsa', '22222', 1)]	3
thick	[('soare', '00000', 183), ('clint', '10201', 1), ('thick', '22222', 1)]	3
warty	[('soare', '00110', 42), ('riyal', '10110', 5), ('apted', '10100', 1), ('warty', '22222', 1)]	4
manic	[('soare', '00100', 138), ('clint', '10110', 2), ('abamp', '10010', 1), ('manic', '22222', 1)]	4
blare	[('soare', '00222', 4), ('abaft', '01200', 1), ('blare', '22222', 1)]	3
squib	[('soare', '20000', 63), ('thilk', '00100', 2), ('aalii', '00020', 1), ('squib', '22222', 1)]	4
spoon	[('soare', '21000', 37), ('cloot', '00220', 7), ('knosp', '01211', 1), ('spoon', '22222', 1)]	4
probe	[('soare', '01012', 14), ('pownd', '21000', 2), ('abaca', '01000', 1), ('probe', '22222', 1)]	4
crepe	[('soare', '00012', 39), ('pudic', '10001', 1), ('crepe', '22222', 1)]	3
knack	[('soare', '00200', 40), ('clink', '10012', 1), ('knack', '22222', 1)]	3
force	[('soare', '02012', 9), ('faugh', '20000', 2), ('aarti', '00200', 1), ('force', '22222', 1)]	4
debut	[('soare', '00001', 120), ('denet', '22002', 2), ('aalii', '00000', 1), ('debut', '22222', 1)]	4
order	[('soare', '01011', 13), ('trued', '02021', 1), ('order', '22222', 1)]	3
haste	[('soare', '10102', 15), ('thump', '11000', 1), ('haste', '22222', 1)]	3
teeth	[('soare', '00001', 120), ('denet', '02011', 1), ('teeth', '22222', 1)]	3
agent	[('soare', '00101', 68), ('canal', '01100', 4), ('aahed', '20010', 1), ('agent', '22222', 1)]	4
widen	[('soare', '00001', 120), ('denet', '10120', 4), ('aswim', '00110', 1), ('widen', '22222', 1)]	4
icily	[('soare', '00000', 183), ('clint', '11200', 1), ('icily', '22222', 1)]	3
slice	[('soare', '20002', 23), ('pling', '02200', 3), ('ached', '01010', 1), ('slice', '22222', 1)]	4
ingot	[('soare', '01000', 56), ('clint', '00112', 1), ('ingot', '22222', 1)]	3
clash	[('soare', '10200', 14), ('chals', '21211', 1), ('clash', '22222', 1)]	3
juror	[('soare', '01010', 59), ('cutin', '02000', 4), ('farer', '00202', 1), ('juror', '22222', 1)]	4
blood	[('soare', '01000', 56), ('clint', '02000', 4), ('abamp', '01000', 1), ('blood', '22222', 1)]	4
abode	[('soare', '01102', 8), ('bundt', '10020', 1), ('abode', '22222', 1)]	3
throw	[('soare', '01010', 59), ('cutin', '00100', 6), ('ablow', '00022', 1), ('throw', '22222', 1)]	4
unity	[('soare', '00000', 183), ('clint', '00211', 1), ('unity', '22222', 1)]	3
pivot	[('soare', '01000', 56), ('clint', '00102', 2), ('aargh', '00000', 1), ('pivot', '22222', 1)]	4
slept	[('soare', '20001', 35), ('clipt', '02022', 1), ('slept', '22222', 1)]	3
troop	[('soare', '01010', 59), ('cutin', '00100', 6), ('ablow', '00020', 1), ('troop', '22222', 1)]	4
spare	[('soare', '20222', 5), ('chapt', '00210', 1), ('spare', '22222', 1)]	3
sewer	[('soare', '20011', 13), ('newie', '02201', 1), ('sewer', '22222', 1)]	3
parse	[('soare', '10112', 3), ('aalii', '02000', 1), ('parse', '22222', 1)]	3
morph	[('soare', '02010', 26), ('cyton', '00010', 5), ('abmho', '00111', 1), ('morph', '22222', 1)]	4
cacti	[('soare', '00100', 138), ('clint', '20101', 1), ('cacti', '22222', 1)]	3
tacky	[('soare', '00100', 138), ('clint', '10001', 6), ('bumpy', '00002', 1), ('tacky', '22222', 1)]	4
spool	[('soare', '21000', 37), ('cloot', '01220', 1), ('spool', '22222', 1)]	3
demon	[('soare', '01001', 25), ('lento', '02101', 1), ('demon', '22222', 1)]	3
moody	[('soare', '02000', 87), ('culty', '00002', 15), ('geode', '00220', 2), ('abamp', '00010', 1), ('moody', '22222', 1)]	5
annex	[('soare', '00101', 68), ('canal', '01200', 1), ('annex', '22222', 1)]	3
begin	[('soare', '00001', 120), ('denet', '02100', 6), ('abrin', '01022', 1), ('begin', '22222', 1)]	4
fuzzy	[('soare', '00000', 183), ('clint', '00000', 15), ('gimpy', '00002', 2), ('aahed', '00000', 1), ('fuzzy', '22222', 1)]	5
patch	[('soare', '00100', 138), ('clint', '10001', 6), ('bumpy', '00010', 1), ('patch', '22222', 1)]	4
water	[('soare', '00111', 61), ('talar', '12002', 4), ('cahow', '02001', 1), ('water', '22222', 1)]	4
lumpy	[('soare', '00000', 183), ('clint', '01000', 8), ('bigly', '00012', 2), ('aalii', '00100', 1), ('lumpy', '22222', 1)]	5
admin	[('soare', '00100', 138), ('clint', '00110', 3), ('aahed', '20001', 1), ('admin', '22222', 1)]	4
omega	[('soare', '01101', 4), ('abcee', '10010', 1), ('omega', '22222', 1)]	3
limit	[('soare', '00000', 183), ('clint', '01102', 2), ('aahed', '00000', 1), ('limit', '22222', 1)]	4
tabby	[('soare', '00100', 138), ('clint', '00001', 7), ('flubs', '00020', 1), ('tabby', '22222', 1)]	4
macho	[('soare', '01100', 44), ('cloot', '10100', 1), ('macho', '22222', 1)]	3
aisle	[('soare', '10102', 15), ('thump', '00000', 3), ('aahed', '20010', 1), ('aisle', '22222', 1)]	4
skiff	[('soare', '20000', 63), ('thilk', '00201', 3), ('abamp', '00000', 1), ('skiff', '22222', 1)]	4
basis	[('soare', '10100', 23), ('linty', '01000', 3), ('abaca', '11000', 1), ('basis', '22222', 1)]	4
plank	[('soare', '00200', 40), ('clink', '02022', 3), ('abaft', '00200', 1), ('plank', '22222', 1)]	4
verge	[('soare', '00012', 39), ('pudic', '00000', 6), ('bevvy', '02100', 1), ('verge', '22222', 1)]	4
botch	[('soare', '02000', 87), ('culty', '10010', 5), ('apian', '00000', 1), ('botch', '22222', 1)]	4
crawl	[('soare', '00210', 40), ('clint', '21000', 1), ('crawl', '22222', 1)]	3
lousy	[('soare', '12000', 15), ('fubsy', '01022', 1), ('lousy', '22222', 1)]	3
slain	[('soare', '20200', 41), ('thilk', '00110', 2), ('aboil', '10021', 1), ('slain', '22222', 1)]	4
cubic	[('soare', '00000', 183), ('clint', '20100', 2), ('aalii', '00020', 1), ('cubic', '22222', 1)]	4
raise	[('soare', '10112', 3), ('aalii', '02010', 1), ('raise', '22222', 1)]	3
wrack	[('soare', '00210', 40), ('clint', '10000', 1), ('wrack', '22222', 1)]	3
guide	[('soare', '00002', 79), ('guilt', '22200', 1), ('guide', '22222', 1)]	3
foist	[('soare', '12000', 15), ('fubsy', '20020', 1), ('foist', '22222', 1)]	3
cameo	[('soare', '01101', 4), ('abcee', '10120', 1), ('cameo', '22222', 1)]	3
under	[('soare', '00011', 117), ('direr', '10022', 3), ('abuna', '00110', 1), ('under', '22222', 1)]	4
actor	[('soare', '01110', 27), ('maron', '01120', 4), ('abaca', '20010', 1), ('actor', '22222', 1)]	4
revue	[('soare', '00012', 39), ('pudic', '01000', 2), ('aarti', '00100', 1), ('revue', '22222', 1)]	4
fraud	[('soare', '00210', 40), ('clint', '00000', 4), ('aahed', '10002', 1), ('fraud', '22222', 1)]	4
harpy	[('soare', '00110', 42), ('riyal', '10110', 5), ('apted', '11000', 1), ('harpy', '22222', 1)]	4
scoop	[('soare', '21000', 37), ('cloot', '10220', 1), ('scoop', '22222', 1)]	3
climb	[('soare', '00000', 183), ('clint', '22200', 3), ('abaca', '01010', 1), ('climb', '22222', 1)]	4
refer	[('soare', '00011', 117), ('direr', '00122', 4), ('abele', '00101', 1), ('refer', '22222', 1)]	4
olden	[('soare', '01001', 25), ('lento', '11101', 1), ('olden', '22222', 1)]	3
clerk	[('soare', '00021', 14), ('feted', '01000', 2), ('aalii', '00100', 1), ('clerk', '22222', 1)]	4
debar	[('soare', '00111', 61), ('talar', '00022', 3), ('aband', '11001', 1), ('debar', '22222', 1)]	4
tally	[('soare', '00100', 138), ('clint', '01001', 5), ('aarti', '02010', 1), ('tally', '22222', 1)]	4
ethic	[('soare', '00001', 120), ('denet', '01001', 3), ('aalii', '00020', 1), ('ethic', '22222', 1)]	4
cairn	[('soare', '00120', 11), ('machi', '02101', 1), ('cairn', '22222', 1)]	3
tulle	[('soare', '00002', 79), ('guilt', '02021', 1), ('tulle', '22222', 1)]	3
ghoul	[('soare', '01000', 56), ('clint', '01000', 2), ('aahed', '00100', 1), ('ghoul', '22222', 1)]	4
hilly	[('soare', '00000', 183), ('clint', '01100', 14), ('muled', '00200', 4), ('fowth', '00001', 1), ('hilly', '22222', 1)]	5
crude	[('soare', '00012', 39), ('pudic', '01101', 1), ('crude', '22222', 1)]	3
apart	[('soare', '00220', 13), ('dhuti', '00010', 1), ('apart', '22222', 1)]	3
scale	[('soare', '20202', 19), ('thilk', '00020', 1), ('scale', '22222', 1)]	3
older	[('soare', '01011', 13), ('trued', '01021', 2), ('aalii', '00100', 1), ('older', '22222', 1)]	4
plain	[('soare', '00200', 40), ('clink', '02110', 1), ('plain', '22222', 1)]	3
sperm	[('soare', '20021', 2), ('aarti', '00100', 1), ('sperm', '22222', 1)]	3
